device_type,password_changed,password_strength,mfa_enabled,update_frequency,latest_firmware,wifi_security,guest_network,remote_access,communication_encryption,data_encryption,manufacturer_reputation,unused_services_disabled,security_logs,permission_review,data_minimization,security_score,risk_level
Smart Lock,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12,Critical
Camera,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9,Critical
Smart Sensor,0,1,0,2,0,1,0,1,0,1,2,0,1,1,0,39,High
Smart Sensor,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,100,Very Low
Smart Speaker,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,19,Critical
Thermostat,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,24,Critical
Smart Speaker,1,1,1,2,0,2,1,2,1,1,2,0,1,1,0,79,Low
Camera,0,2,0,0,0,2,0,0,0,1,1,0,0,0,0,26,Critical
Smart Sensor,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,100,Very Low
Camera,0,1,0,2,0,1,0,0,1,0,1,0,1,1,0,33,Critical
Thermostat,1,1,0,1,0,1,1,2,0,0,0,0,1,0,0,37,High
Smart Lock,1,1,0,2,0,1,1,0,0,0,1,0,1,1,1,42,High
Smart Lock,0,0,0,2,0,0,0,2,0,0,1,0,1,0,0,22,Critical
Smart Speaker,0,0,0,2,1,1,1,2,1,1,2,1,1,1,1,68,Medium
Smart Sensor,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,28,Critical
Camera,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,Critical
Smart Speaker,1,0,0,0,1,1,0,0,0,1,2,1,1,1,1,48,High
Thermostat,1,2,0,2,1,2,1,2,1,0,1,0,0,0,1,71,Medium
Thermostat,0,0,0,0,0,2,0,0,1,0,2,1,0,0,0,24,Critical
Smart Sensor,0,2,1,2,1,2,1,2,1,1,2,0,1,1,1,86,Low
Camera,1,1,0,1,0,2,0,1,1,1,2,0,1,0,0,53,High
Smart Lock,1,1,0,0,1,1,0,1,0,0,2,1,1,1,0,45,High
Thermostat,1,2,0,2,1,1,1,2,0,1,1,1,0,1,1,74,Medium
Smart Speaker,1,2,1,1,1,2,1,2,1,1,2,1,1,1,1,95,Very Low
Smart Sensor,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,18,Critical
Camera,1,0,1,1,0,0,1,1,1,1,2,0,1,1,0,58,Medium
Smart Speaker,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,23,Critical
Camera,1,2,1,1,1,2,1,1,1,0,2,1,1,1,1,83,Low
Smart Speaker,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,16,Critical
Smart Sensor,1,1,0,2,1,1,0,1,1,1,1,1,0,0,1,67,Medium
Camera,0,2,1,2,0,0,1,2,1,1,0,0,0,1,1,62,Medium
Smart Lock,1,2,0,2,1,2,0,1,1,0,2,1,1,1,1,74,Medium
Smart Lock,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,Critical
Camera,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,34,Critical
Smart Lock,1,2,1,1,1,1,1,2,1,1,2,1,0,1,1,89,Low
Smart Sensor,0,0,0,0,1,1,0,1,0,1,2,0,0,1,0,33,Critical
Smart Sensor,0,2,0,2,1,1,1,2,1,1,2,0,1,1,1,72,Medium
Smart Sensor,1,2,1,2,1,2,1,2,1,1,2,0,1,1,0,93,Very Low
Camera,0,2,0,0,0,0,0,1,0,1,2,0,1,0,1,29,Critical
Thermostat,1,2,0,0,1,1,1,1,1,1,2,1,1,0,1,69,Medium
Smart Sensor,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,27,Critical
Smart Sensor,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,52,High
Smart Lock,0,2,0,2,1,2,0,2,0,0,2,0,1,0,1,53,High
Thermostat,1,0,0,0,0,0,0,2,0,1,1,0,0,1,1,34,Critical
Smart Speaker,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,32,Critical
Smart Sensor,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,42,High
Camera,1,2,1,2,1,2,1,2,1,1,2,1,1,0,1,97,Very Low
Thermostat,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,100,Very Low
Camera,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,23,Critical
Smart Sensor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Critical
Smart Lock,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,31,Critical
Smart Speaker,1,1,1,1,1,2,1,2,1,0,1,1,1,0,1,78,Low
Thermostat,1,2,1,2,1,2,1,2,1,1,2,0,0,1,1,94,Very Low
Camera,0,0,0,2,0,1,1,1,0,0,0,0,1,0,1,27,Critical
Smart Lock,0,2,1,1,1,0,1,2,0,1,0,1,0,1,1,63,Medium
Smart Sensor,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,Critical
Camera,1,2,1,2,0,2,1,2,1,0,2,1,1,1,1,82,Low
Thermostat,1,1,1,2,1,2,1,1,1,1,2,1,1,0,1,89,Low
Thermostat,1,2,0,0,1,2,0,2,1,1,2,1,1,0,0,70,Medium
Thermostat,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,10,Critical
Smart Sensor,0,2,0,2,1,2,0,0,0,0,0,1,1,0,1,45,High
Smart Speaker,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Critical
Thermostat,0,0,0,2,1,2,1,0,1,0,1,0,0,0,1,45,High
Thermostat,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,11,Critical
Camera,1,2,1,0,1,2,1,2,0,1,0,1,1,1,1,78,Low
Smart Lock,1,0,1,1,1,0,0,2,1,0,0,1,1,0,1,60,Medium
Smart Speaker,0,1,0,2,1,0,1,2,1,1,2,1,0,0,1,63,Medium
Camera,0,0,0,0,1,0,0,2,0,0,2,0,1,1,1,30,Critical
Camera,0,1,0,1,1,0,0,0,1,1,2,0,0,0,1,42,High
Smart Lock,1,1,0,0,0,1,0,2,1,1,0,1,0,0,0,46,High
Camera,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,34,Critical
Smart Speaker,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,24,Critical
Thermostat,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,11,Critical
Smart Lock,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,10,Critical
Smart Lock,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,16,Critical
Camera,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,30,Critical
Smart Speaker,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,21,Critical
Thermostat,0,0,1,1,0,0,1,2,0,0,1,1,0,0,0,33,Critical
Thermostat,1,0,0,0,0,1,0,2,0,1,1,0,1,0,1,37,High
Smart Lock,0,1,0,0,0,1,1,1,1,0,2,0,0,0,0,28,Critical
Smart Lock,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,10,Critical
Smart Lock,1,2,1,2,1,2,0,1,1,1,2,1,1,1,1,92,Very Low
Thermostat,1,2,1,0,0,2,1,2,1,0,2,0,1,1,0,65,Medium
Camera,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,94,Very Low
Smart Sensor,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,13,Critical
Thermostat,1,1,1,2,1,0,0,0,0,0,0,1,0,1,0,51,High
Camera,1,2,1,2,1,2,1,2,0,1,2,1,1,1,1,92,Very Low
Smart Speaker,1,2,1,2,1,2,1,2,1,0,1,1,1,1,0,87,Low
Thermostat,1,2,1,2,0,1,1,1,1,1,0,0,0,0,0,66,Medium
Smart Speaker,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,31,Critical
Camera,1,2,1,2,1,2,1,2,1,1,2,1,0,1,1,98,Very Low
Thermostat,1,1,1,1,0,1,0,2,1,1,2,1,1,1,1,73,Medium
Thermostat,0,2,0,0,1,0,1,2,0,1,1,1,1,0,1,49,High
Camera,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,19,Critical
Camera,0,0,0,2,1,2,1,0,0,0,1,1,1,1,1,46,High
Smart Speaker,1,2,1,2,1,1,1,2,0,1,2,1,1,1,1,88,Low
Smart Lock,1,0,1,1,0,2,0,0,1,0,2,1,1,1,0,54,High
Smart Lock,1,1,0,1,0,2,1,1,1,1,2,1,1,1,1,67,Medium
Smart Lock,1,2,1,2,0,2,1,2,1,1,2,1,1,1,1,90,Very Low
Smart Lock,1,2,1,0,1,1,0,1,0,0,2,1,1,1,0,59,Medium
Camera,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,21,Critical
Thermostat,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,100,Very Low
Camera,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,100,Very Low
Smart Speaker,1,2,0,1,1,1,1,0,1,0,1,0,1,1,0,56,Medium
Smart Sensor,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,42,High
Thermostat,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,28,Critical
Camera,1,2,1,2,1,2,1,2,1,1,2,1,0,1,1,98,Very Low
Smart Sensor,0,0,0,0,1,0,1,2,0,0,1,0,1,0,0,26,Critical
Smart Speaker,1,2,1,1,1,2,1,0,1,1,1,1,0,0,1,80,Low
Smart Lock,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,31,Critical
Smart Speaker,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Critical
Smart Speaker,1,2,0,0,1,0,0,2,1,1,1,0,0,1,1,60,Medium
Smart Sensor,1,2,0,2,1,2,1,1,1,1,2,1,1,1,1,86,Low
Thermostat,0,2,0,2,0,1,1,2,1,0,1,0,1,0,1,49,High
Camera,1,2,1,2,1,2,1,2,1,1,2,1,1,1,0,97,Very Low
Smart Sensor,1,0,0,0,1,0,0,0,0,1,2,1,0,0,1,39,High
Camera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Critical
Smart Speaker,1,1,0,2,1,0,0,2,1,0,1,0,0,0,1,55,Medium
Smart Lock,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,16,Critical
Camera,1,0,0,2,0,1,0,0,0,0,0,0,1,0,1,29,Critical
Smart Lock,1,2,1,0,0,1,0,2,1,0,1,1,0,0,0,54,High
Smart Speaker,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,13,Critical
Smart Sensor,1,2,1,2,1,2,1,1,1,1,2,0,0,1,0,87,Low
Smart Lock,1,0,1,0,1,2,1,0,1,0,1,1,1,1,0,61,Medium
Smart Sensor,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,100,Very Low
Thermostat,0,2,1,2,1,2,1,2,1,1,2,1,1,1,1,90,Very Low
Smart Lock,1,1,0,1,1,2,0,1,1,1,0,1,0,1,0,64,Medium
Smart Speaker,1,1,1,2,0,2,1,1,1,1,1,1,1,1,1,80,Low
Smart Speaker,1,2,1,2,1,1,0,2,1,1,2,1,1,1,1,92,Very Low
Thermostat,1,2,0,2,0,1,1,2,1,1,2,1,0,0,0,68,Medium
Smart Speaker,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,40,High
Smart Speaker,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Critical
Thermostat,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17,Critical
Camera,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,Critical
Smart Speaker,0,1,0,1,0,0,1,1,1,0,2,0,1,0,1,34,Critical
Smart Sensor,0,0,0,0,0,1,0,2,1,1,0,1,0,0,1,35,High
Smart Lock,1,1,1,0,1,2,1,2,1,1,2,1,0,1,1,84,Low
Smart Sensor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,13,Critical
Smart Speaker,1,1,0,0,0,0,1,0,0,0,2,0,1,0,1,27,Critical
Smart Speaker,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,47,High
Smart Speaker,1,1,0,2,1,2,1,2,1,1,1,1,1,1,0,81,Low
Smart Speaker,1,1,1,1,1,2,1,2,1,1,1,0,1,1,1,85,Low
Smart Lock,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,14,Critical
Smart Lock,0,2,1,2,1,0,0,0,0,1,2,1,0,1,1,60,Medium
Thermostat,1,2,1,2,1,2,0,2,1,1,2,1,1,1,0,93,Very Low
Thermostat,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,88,Low
Thermostat,1,1,0,0,0,2,0,2,1,1,0,1,0,1,1,56,Medium
Smart Lock,1,2,0,2,1,2,1,2,1,1,1,0,1,0,1,81,Low
Thermostat,1,2,1,0,1,1,0,2,1,0,1,1,0,1,1,70,Medium
Smart Lock,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,29,Critical
Smart Speaker,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,8,Critical
Smart Speaker,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,27,Critical
Camera,1,1,1,0,1,1,1,1,0,0,2,0,1,1,1,58,Medium
Smart Speaker,1,0,0,1,1,2,1,2,0,1,1,0,1,1,0,60,Medium
Thermostat,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,16,Critical
Camera,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12,Critical
Smart Sensor,1,2,0,0,0,0,0,1,1,1,1,1,0,0,0,44,High
Thermostat,1,2,0,1,1,2,1,2,1,1,2,1,0,1,1,83,Low
Smart Speaker,1,2,1,1,1,2,1,2,1,0,2,1,0,0,1,82,Low
Camera,1,2,1,1,0,0,1,1,1,1,0,1,0,1,1,67,Medium
Thermostat,0,0,0,0,0,1,0,2,1,0,2,1,0,1,0,31,Critical
Smart Speaker,1,2,1,2,1,0,1,2,0,1,2,1,1,1,1,84,Low
Smart Speaker,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,49,High
Smart Sensor,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,Critical
Smart Sensor,0,2,1,1,1,0,1,1,1,0,0,0,1,1,0,54,High
Smart Lock,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,14,Critical
Smart Sensor,0,2,0,1,0,1,1,0,1,0,2,1,0,0,0,37,High
Smart Lock,1,2,1,2,1,2,0,1,1,1,2,1,1,1,1,92,Very Low
Smart Speaker,1,2,0,2,1,2,1,1,1,1,1,0,0,0,1,75,Low
Smart Lock,0,0,0,0,0,1,0,2,0,1,0,0,0,1,1,26,Critical
Smart Lock,1,2,1,1,1,1,1,2,1,1,1,0,0,1,1,83,Low
Smart Speaker,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,29,Critical
Thermostat,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,100,Very Low
Smart Lock,1,1,0,0,0,0,0,2,0,0,1,1,0,1,0,31,Critical
Smart Speaker,1,2,1,1,1,2,1,2,1,1,2,1,0,1,1,93,Very Low
Smart Sensor,0,2,0,2,1,0,1,0,0,1,2,0,1,1,0,49,High
Smart Lock,1,2,1,2,1,2,1,2,1,1,2,1,1,0,1,97,Very Low
Smart Sensor,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,32,Critical
Camera,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,94,Very Low
Smart Speaker,1,0,0,1,1,1,1,2,1,1,0,0,1,0,0,59,Medium
Smart Speaker,1,2,1,2,1,1,1,2,0,1,2,0,0,0,0,76,Low
Camera,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,Critical
Camera,1,1,1,2,0,1,1,2,1,1,1,1,1,1,1,80,Low
Smart Speaker,0,2,1,0,1,1,1,0,1,0,1,0,1,1,0,51,High
Thermostat,1,2,1,2,1,2,1,2,1,1,2,1,0,1,1,98,Very Low
Smart Speaker,1,2,1,2,1,2,1,2,1,1,2,1,0,1,1,98,Very Low
Smart Sensor,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,21,Critical
Smart Lock,1,0,0,2,0,0,1,1,0,0,0,1,0,1,0,35,High
Smart Speaker,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,49,High
Smart Speaker,0,1,0,0,1,2,1,2,1,0,2,0,0,0,0,46,High
Smart Speaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Critical
Smart Sensor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Critical
Smart Sensor,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,9,Critical
Camera,1,1,0,1,0,2,1,0,0,0,0,1,0,1,0,38,High
Smart Lock,0,2,0,1,0,1,1,2,0,1,1,0,0,0,0,39,High
Camera,1,1,1,2,1,1,0,2,0,0,2,1,1,1,1,72,Medium
Smart Lock,0,2,0,2,1,1,1,2,0,1,1,1,1,0,1,63,Medium
Camera,1,1,0,0,0,1,1,2,0,0,0,0,1,1,0,35,High
Smart Lock,0,1,1,1,1,2,1,1,0,1,2,1,1,1,1,69,Medium
Camera,1,2,1,2,0,1,1,2,1,1,2,1,1,1,1,86,Low
Camera,1,1,0,0,0,2,1,0,0,1,0,1,1,1,1,46,High
Smart Sensor,0,2,1,2,0,0,1,1,1,0,2,1,1,0,1,57,Medium
Smart Sensor,1,2,1,1,1,2,1,2,1,1,1,0,1,0,1,86,Low
Thermostat,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,Critical
Smart Speaker,1,2,1,0,1,2,1,2,1,1,1,1,1,0,0,82,Low
Smart Speaker,0,2,0,1,0,2,0,2,1,1,1,0,0,0,1,50,High
Thermostat,1,2,1,2,1,1,1,2,1,1,2,1,1,0,1,93,Very Low
Smart Speaker,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,10,Critical
Smart Sensor,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,34,Critical
Smart Lock,1,2,1,1,1,2,1,2,1,1,1,1,0,1,1,91,Very Low
Smart Sensor,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,26,Critical
Camera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Critical
Camera,1,1,1,2,0,0,1,1,1,0,1,1,1,0,1,61,Medium
Camera,0,2,1,1,0,2,0,1,1,1,2,1,1,1,0,64,Medium
Thermostat,1,2,1,0,1,1,0,1,1,1,2,0,1,1,0,71,Medium
Thermostat,1,1,1,2,0,1,0,1,1,1,2,1,0,0,1,69,Medium
Thermostat,1,2,1,1,0,2,1,1,1,0,1,0,1,1,0,64,Medium
Smart Lock,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7,Critical
Smart Sensor,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,96,Very Low
Smart Speaker,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,46,High
Thermostat,0,0,1,1,1,1,1,1,1,1,2,1,0,1,0,64,Medium
Camera,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,19,Critical
Camera,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,Critical
Smart Speaker,1,2,1,2,1,0,0,1,1,1,1,1,1,0,0,76,Low
Smart Sensor,0,2,1,2,1,2,1,1,1,1,2,1,0,1,1,84,Low
Thermostat,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,Critical
Smart Lock,0,2,0,1,1,1,0,2,0,1,2,1,1,0,0,53,High
Smart Lock,1,0,1,0,0,1,0,2,1,1,1,0,1,1,0,55,Medium
Smart Sensor,1,2,1,1,1,2,0,2,1,0,2,0,0,1,1,77,Low
Smart Speaker,0,0,0,0,1,2,0,0,0,0,2,0,1,1,0,27,Critical
Thermostat,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,Critical
Thermostat,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,23,Critical
Camera,1,2,1,2,1,2,1,2,1,1,2,1,1,0,1,97,Very Low
Smart Speaker,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,93,Very Low
Smart Speaker,1,2,1,1,1,1,1,2,1,1,2,1,0,1,1,89,Low
Smart Speaker,1,2,0,0,0,1,1,2,1,0,1,1,1,1,1,56,Medium
Smart Sensor,0,0,0,0,1,1,0,1,1,0,2,1,0,1,1,40,High
Thermostat,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,25,Critical
Thermostat,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,24,Critical
Camera,0,1,0,1,1,0,1,0,0,0,2,0,1,0,0,29,Critical
Smart Lock,1,2,1,2,1,2,1,2,1,1,2,0,1,1,1,96,Very Low
Smart Speaker,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Critical
Smart Lock,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,41,High
Camera,1,2,1,0,1,1,1,2,1,1,2,1,1,0,1,83,Low
Smart Lock,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,98,Very Low
Smart Speaker,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,100,Very Low
Camera,1,1,0,0,1,0,0,1,0,1,2,0,1,0,1,45,High
Smart Lock,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,Critical
Smart Sensor,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,23,Critical
Smart Lock,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,98,Very Low
Thermostat,1,1,1,2,1,2,0,2,1,1,1,1,1,1,1,90,Very Low
Smart Sensor,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,9,Critical
Thermostat,0,2,1,1,0,1,0,2,1,1,0,1,1,1,1,63,Medium
Smart Speaker,1,2,0,1,1,2,1,1,0,0,1,0,1,0,0,53,High
Smart Speaker,0,1,0,2,1,1,1,2,1,0,2,1,1,0,1,61,Medium
Camera,1,1,0,2,0,2,1,0,1,0,2,0,0,1,1,54,High
Thermostat,1,1,1,1,1,0,0,2,1,0,1,1,1,1,0,66,Medium
Camera,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,30,Critical
Camera,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,17,Critical
Smart Lock,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,25,Critical
Smart Sensor,1,1,0,0,1,1,1,2,1,0,1,1,1,1,0,59,Medium
Thermostat,1,2,1,2,1,2,0,2,1,1,2,1,1,1,1,96,Very Low
Smart Sensor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Critical
Smart Speaker,1,2,1,2,1,2,0,1,1,1,2,1,1,0,1,89,Low
Smart Speaker,1,1,0,2,1,1,1,2,1,1,2,0,0,0,1,73,Medium
Camera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Critical
Smart Lock,1,2,1,2,1,2,1,2,1,1,2,1,0,1,1,98,Very Low
Smart Lock,1,1,0,2,0,1,0,1,1,0,1,1,0,0,0,46,High
Smart Lock,1,1,0,0,1,0,0,2,1,0,0,1,0,0,1,47,High
Smart Speaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Critical
Camera,1,2,1,1,1,1,0,1,1,0,2,1,1,1,1,75,Low
Thermostat,1,0,0,2,0,1,0,0,1,1,2,1,0,1,1,54,High
Thermostat,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,22,Critical
Smart Lock,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,26,Critical
Smart Speaker,1,2,1,2,1,2,1,2,1,1,2,1,1,1,0,97,Very Low
Smart Speaker,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,17,Critical
Smart Speaker,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,75,Low
Smart Lock,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,38,High
Smart Sensor,1,2,1,2,1,2,0,1,0,1,2,1,1,1,1,84,Low
Thermostat,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,96,Very Low
Smart Sensor,1,1,1,1,1,2,0,0,0,0,2,0,0,1,1,57,Medium
Smart Speaker,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,Critical
Thermostat,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,96,Very Low
Smart Sensor,0,2,1,0,1,2,0,1,1,0,2,1,1,0,1,61,Medium
Camera,1,2,1,2,1,2,1,2,1,1,1,0,0,1,1,92,Very Low
Smart Sensor,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24,Critical
Smart Speaker,1,0,1,0,1,2,1,0,0,1,2,1,1,1,1,66,Medium
Camera,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,51,High
Camera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Critical
Thermostat,1,2,1,1,1,1,0,2,1,1,1,1,0,0,1,80,Low
Smart Sensor,1,2,1,2,1,2,0,2,1,1,2,1,0,1,1,94,Very Low
Smart Speaker,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,25,Critical
Thermostat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Critical
Smart Sensor,1,2,1,2,1,1,1,2,0,1,2,0,0,1,1,82,Low
Smart Lock,1,1,1,1,0,0,1,2,1,1,0,0,1,0,0,59,Medium
Thermostat,1,2,0,1,0,2,1,2,0,0,2,0,0,0,1,50,High
Thermostat,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,19,Critical
Camera,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,23,Critical
Thermostat,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,Critical
Smart Sensor,1,2,1,2,1,2,1,2,0,1,2,1,1,1,0,89,Low
Smart Speaker,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,Critical
Smart Sensor,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,98,Very Low
Smart Sensor,1,2,1,2,1,1,1,1,1,1,1,1,0,1,0,85,Low
Thermostat,0,2,1,2,1,1,0,0,1,0,2,0,0,0,0,54,High
Smart Sensor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Critical
Smart Speaker,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,13,Critical
Camera,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,96,Very Low
Thermostat,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,90,Very Low
Smart Lock,1,2,0,1,0,0,1,0,1,0,0,0,1,0,0,37,High
Thermostat,0,2,0,2,1,2,1,2,0,0,1,1,0,1,1,60,Medium
Smart Lock,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,23,Critical
Smart Sensor,1,2,0,2,0,1,1,2,0,1,1,1,1,0,0,60,Medium
Thermostat,1,2,0,1,1,2,1,1,1,0,2,1,1,1,1,73,Medium
Thermostat,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,26,Critical
Camera,0,2,0,1,0,2,1,1,0,1,0,1,0,0,1,44,High
Camera,1,2,0,2,1,1,1,0,1,1,2,0,1,0,1,71,Medium
Thermostat,1,1,0,0,0,2,0,2,1,0,0,1,1,0,1,47,High
Camera,0,0,0,2,0,2,1,2,1,0,1,0,0,0,1,43,High
Smart Sensor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Critical
Camera,0,2,0,0,1,0,1,0,1,1,1,0,0,1,0,43,High
Camera,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,37,High
Smart Speaker,1,2,1,2,1,2,0,1,0,0,1,1,1,1,1,74,Medium
Smart Sensor,1,0,0,2,0,0,0,2,1,0,2,0,0,0,1,43,High
Camera,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Critical
Smart Speaker,1,1,1,2,1,1,1,2,0,1,0,1,1,1,1,80,Low
Smart Sensor,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Critical
Smart Speaker,0,1,0,0,0,2,1,0,0,1,2,1,1,1,0,37,High
Smart Lock,1,2,1,2,1,2,0,0,0,1,2,1,1,1,1,80,Low
